,WTT,PTI,EQW,SBI,LQE,QWG,FDJ,PJF,HQE,NXJ,TARGET CLASS
14,0.8012684652,0.9363900203,0.6969596025,0.9724400828,0.8512992074,1.443118644,1.194475872,1.641495685,1.11873719,1.426572806,0
15,1.061690969,1.04489172,0.5997289127,0.4652851033,0.9302882211,0.9743407705,1.213449903,1.247551245,1.217624809,1.623153936,1
16,0.7156447382,1.378594131,0.9977967127,0.6749960576,1.228928248,1.223293384,0.5893461378,1.559900001,0.8453239548,1.248714271,0
17,0.8997915925,1.225875202,1.330887213,0.3359894094,1.273570387,1.1003606,1.019616601,1.223890889,1.113441354,1.490151372,0
18,0.8838129519,1.275891227,0.924065502,0.6688135835,1.269021129,1.382093434,0.7282861785,0.7267229146,0.9758332455,1.653814616,0
19,0.7683108147,1.394303781,0.8231175285,0.6120722368,1.267414188,0.8819434717,1.104178154,1.660997781,0.7428853903,1.09870422,0
20,1.25286383,1.66182033,0.9221975978,0.8750997893,1.41385185,1.330486486,0.8972730417,1.280972007,0.7369942892,1.192965507,0
21,0.6124883282,1.338981278,1.072606228,0.7991930557,0.7226671119,1.139863389,0.9521532653,1.74191894,1.021007203,1.199202608,0
22,0.6616516797,0.6035611792,0.8841526291,0.4845252663,0.832280555,1.094653904,1.156142264,1.351979106,0.8433533629,1.489208361,0
23,1.277637962,0.9250028931,0.1709236281,1.057583266,0.9959376432,0.9340525027,0.8777937123,1.02468393,1.393101053,1.228410698,1
24,1.109953078,1.363461048,0.6473389649,0.3681381614,1.340851234,1.088502315,1.071250325,1.132470742,0.7942874735,1.378460336,0
25,0.5768393881,1.319068808,1.115111683,1.131964825,1.512161342,0.9546642273,1.10187974,1.027591584,1.253366532,1.590563146,0
26,0.8559268409,0.8596017559,0.8342336086,0.9056748105,1.187994758,1.398765876,0.9077560924,0.8666834571,1.720439947,1.428349518,1
27,0.9124034971,0.9356387058,0.5273029569,0.6695378871,0.9792970849,0.7696003487,0.5344401856,0.6974521202,0.9859163807,1.541797615,1
28,0.6777784688,1.040820453,0.6557765653,0.479425068,1.119398975,1.226694622,0.9718490667,1.087090326,0.3651566099,1.167239487,0
29,1.393081224,1.193558829,0.7661703698,0.9611502456,1.225038347,1.129903937,0.6347566388,0.5093532981,1.380974605,1.406252006,1
30,1.372113751,1.12019248,0.4701868483,0.9614909849,0.9774075065,0.8906270086,1.285578138,0.9039827855,1.362030113,1.57496726,1
31,0.8140052893,0.5967257903,0.3889306094,0.6266178302,0.6638187662,0.984942845,0.7785321972,0.8401999847,0.8127275043,0.741047737,1
32,1.605452048,0.5496354546,0.6063241908,0.7718319538,1.120596182,1.148993141,1.151598426,0.680395664,1.244797083,0.9580324818,1
33,1.064013435,1.365447601,1.036113886,0.7271835605,1.094509476,1.039366807,0.7337752069,1.159891231,1.6371194,1.523233739,1
34,1.22355168,1.003470684,0.4986713439,0.5698403858,0.9867984054,0.9240527041,0.8691866203,0.8405121006,1.579611703,1.359450072,1
35,0.455783049,1.054043024,1.202098043,0.7367066823,1.365013924,1.231625311,0.8026729373,1.133633192,0.9141578679,1.582829436,0
36,0.429372005,1.085785608,0.766981665,0.6780207719,1.298757858,0.9377050491,0.9864956652,1.222738215,0.6492335961,1.493039233,0
37,0.9800290743,1.44314365,0.7956749855,0.5150469258,0.7490908935,0.8138080921,0.9292001092,0.700358757,1.491738767,1.303429318,1
38,1.29134888,0.857661454,1.022850871,0.4733085538,1.26312788,0.9716631487,1.039442874,0.74485853,1.678437067,1.141281647,1
39,0.3423861335,1.0912994,0.8917589238,0.5646003246,0.5919568077,1.164615593,1.103144859,1.330122662,0.9037876381,1.188269014,0
40,1.051096096,0.5693348895,0.5546655129,0.4888035045,1.183360482,0.6197004652,0.9661774831,0.7474662035,1.22472062,1.2420881,1
41,0.6835077189,1.606920618,0.916477176,1.098749624,0.8077992845,0.8863844365,0.8499935623,0.9760091578,1.09022587,1.65854737,0
42,1.271696703,0.9318869549,0.7736473883,0.5211039986,1.086648905,1.20304099,1.102030807,0.9205815828,1.186510219,1.735341636,1
43,0.7543683048,0.8591531832,0.8456868482,0.872007323,0.6357640491,1.263939709,1.47450266,1.510618937,0.6591950514,1.274350297,0
44,1.042727863,1.023150571,1.400543493,0.836405244,0.6006094951,1.102700826,1.087461515,1.565822848,0.6002082214,1.390821358,0
45,0.9670538002,1.007931874,0.8838382321,0.3577030714,0.843995086,0.3600381752,0.7579739421,1.065022229,1.024564017,1.274802053,0
46,0.6668342703,1.241159028,1.177084201,0.6812752661,1.0451617,0.9421137613,0.9850359237,1.28348664,0.9007618749,1.775932632,0
47,1.035563114,1.303670009,0.9735418936,0.8555158166,1.114370537,0.6726016995,1.399703729,1.002560913,1.749759729,1.206795871,1
48,0.8119285024,1.405500226,0.9408635196,0.673400802,1.219303935,1.233127979,1.152315204,1.420669245,1.148010884,1.604584065,0
49,1.105787822,0.6837497756,0.1943657396,0.749714652,1.008332744,1.266938555,1.046832119,0.994515445,1.320821578,1.025099318,1
50,0.8766327912,1.251726285,1.073193717,0.8699171274,1.050280736,1.507424036,0.7117281263,1.70921443,0.9663919216,1.227844129,0
51,1.515039096,0.9005809905,0.6131687313,0.6674354513,1.164377067,0.8797493077,0.7335472016,0.5645303497,1.220010787,1.337782881,1
52,1.072980825,1.084976684,0.5299723002,0.4019705292,1.016892188,0.7200798057,1.083671757,0.8326403809,1.516246584,1.169487681,1
53,1.287616542,1.143478575,0.5364872094,0.6699547332,0.7774501328,0.844870492,0.6462972644,0.7761334006,1.486114942,1.296299535,1
54,1.672816756,0.88201313,0.5832705336,0.7435564472,0.8053592212,0.8444708106,1.119106523,0.6982599636,1.182022114,1.305826983,1
55,1.049670702,0.9558052323,1.192529966,0.9635471253,0.8822636898,1.218702735,0.7932542074,1.785419625,1.138222207,1.465571831,0
56,0.9924136781,1.251203203,0.3780466395,0.5345517089,0.9295185342,0.8452145151,0.9932975339,1.501454845,0.8298851149,1.154932766,0
57,1.165756305,1.241931888,1.186964799,0.4382988424,0.7411288284,0.5398072269,0.7612036344,1.128168536,1.111126868,1.446024721,1
58,1.403417258,1.158130205,0.5792853367,0.690988014,1.247397834,0.6915634946,0.8174700122,1.02754803,1.268334624,1.526632502,1
59,0.6054300985,0.6152522629,0.8112484425,0.8797584935,0.8789183385,1.005313991,0.9862262793,0.7841143263,1.509402095,1.570283053,1
60,1.068091886,0.9810257037,1.060719473,0.536403846,0.4764174176,1.044777151,1.525312776,1.273790532,0.7651250348,1.306872109,0
61,0.3808650951,1.175479159,1.151220688,0.5694661857,1.198647059,0.940393454,0.9354747664,1.235404428,1.365870185,1.375764069,0
62,1.046707245,0.7146883904,0.7674533257,0.8146689387,0.7665536104,1.000397872,1.456722505,1.505883087,1.309864196,1.461480033,0
63,0.6271078874,1.302461065,1.012208093,0.9286065324,1.414406004,1.001338335,1.172479722,1.481293651,0.7336291267,1.510041479,0
64,1.421117292,1.333917072,0.8374453494,0.4564023407,1.051741998,0.9409136029,0.8267361186,0.8416522944,1.305491681,1.484406042,1
65,0.788278082,1.136900949,0.5370147353,0.504231758,1.058761911,1.184121781,1.024484444,0.8741379187,1.205380983,1.616696491,1
66,1.721779169,1.159582327,0.71271789,0.5413692651,0.715946025,1.179927196,1.057422622,0.9878995266,0.7911648911,1.024058515,1
67,0.8025839489,1.075359467,1.044195771,0.6545261174,0.983662939,1.135189717,0.9898655345,1.497568707,1.302882396,1.689988517,0
68,1.442787581,0.9053188155,1.158677407,0.5755262082,1.196053846,0.6580823746,0.8378698822,0.7310676492,1.55911715,1.151824132,1
69,1.212657785,1.127623654,0.7859955701,0.5010812424,1.366683528,0.9673399427,0.596952156,1.216979116,1.040812936,1.545026936,0
70,1.198999495,1.02429451,0.7443147663,0.3891394405,0.8449839152,0.6223703529,0.783223928,1.487427894,1.257161363,0.9372346032,0
71,0.8602556222,1.522585377,0.9513141043,0.4227906153,0.5869667635,0.8036095443,1.096232372,0.9045219139,1.230928732,1.30160332,0
72,1.225894362,0.6070084917,1.166721574,0.5596114931,0.5276019844,0.7653983686,0.7190590621,1.024084974,1.321100544,1.334634165,1
73,0.8728987751,1.542480022,0.7899220787,0.7223379209,0.691972498,1.348292436,0.6180898723,1.308642967,1.240755353,1.230356705,0
74,1.261753329,1.297890004,0.7646107115,0.6768998688,1.206999669,0.5564210768,0.5141344471,1.055614759,1.445058489,1.078092313,1
75,0.9314879582,1.396031117,0.9309579351,0.4576421923,1.364243272,0.7907150088,1.186392697,1.364921895,1.126719809,1.423208165,0
76,0.5840248273,1.369120245,1.202767638,0.939118376,0.9298730997,1.432722761,1.664493151,0.9044009194,0.9514340952,1.026035812,0
77,1.146780923,1.276895537,1.155070193,0.2551123684,1.019406694,0.6307711337,0.7086727404,1.172742521,1.243157234,1.111068927,1
78,1.613931185,0.9421562998,0.695335138,0.5898242749,0.9694374283,1.020398471,0.928687603,0.597581965,1.378616658,1.21668255,1
79,1.419508077,1.100859274,0.4177732377,0.5743966323,0.8998850182,1.094874666,0.9266698414,0.7446457484,1.423998993,1.155986175,1
80,1.528581497,1.216881927,0.9800143343,0.4999556959,1.03031178,0.8816400503,1.416723795,0.9111312743,0.9670042627,1.47491802,0
81,1.422579816,1.714327545,0.8606165174,0.6608380313,1.104097935,1.051105519,0.8415461632,1.155982307,0.9698115209,1.336015274,1
82,1.108384726,0.9967782294,0.300176448,0.5469916957,1.261084769,0.6237953447,0.7578645589,0.877272674,1.061584299,1.078060555,1
83,1.355599127,0.9600494507,0.7309118762,0.5095524547,1.116693844,0.7307783058,0.5208158932,1.097826611,1.376641089,1.303087881,1
84,0.8060709354,1.065518389,0.9777768488,0.1557459146,1.05847107,0.7642921353,1.258626499,1.327064213,1.053451418,0.9043587602,0
85,0.7627725084,1.500366902,1.162252637,0.58819288,1.215805447,1.151806054,0.9088965506,0.9961908548,0.7683838713,1.604869911,0
86,0.9490242755,1.3087465,0.2941119539,1.070026007,0.9985294108,0.6098591557,1.335985189,1.219161836,1.284325337,1.070175516,1
87,1.142215607,0.6784678296,1.027893919,0.7917640723,1.059119578,0.8724868202,0.8838441903,0.8919364449,1.598003848,1.655529,1
88,1.6429327,0.8554450159,1.014816928,0.809088732,1.026617175,0.6470128737,1.185589507,0.6599327999,1.372614846,1.33887368,1
89,1.168592639,0.828097709,0.4039574441,0.8300618011,1.070150014,0.9725575488,1.670574191,1.037831659,1.150951337,1.27985533,1
90,0.8791098913,0.7604920793,0.932920089,0.3377554014,1.026693871,0.9424796632,1.086257857,1.084317351,1.470578699,1.494912737,1
91,1.344949098,1.061906303,0.3989902062,0.4296312515,0.9025977575,0.9556722762,1.083167765,1.013503681,1.183358201,1.372119399,1
92,0.788338152,1.146020514,1.417753957,0.8952465923,1.090957819,0.8754696174,0.9776758076,1.229946817,1.106330723,1.812357283,0
93,1.543891651,0.7975026802,0.5752500805,0.4735940354,0.8918679214,0.7985383255,1.221142254,0.7896045483,1.14935069,1.194694247,1
94,1.170213158,1.029377291,0.7251636409,0.2853076682,1.314908744,1.080470616,0.8252994525,0.8447823517,1.13517243,1.453119057,1
95,0.9902859655,0.9322896395,1.102461368,0.7799323617,0.856446693,0.6649378448,0.9242930779,1.003030362,1.885690085,1.115459949,1
96,0.8166346705,0.9473353076,0.998901886,0.7229783186,0.742578252,0.675726293,0.766518553,1.224563432,1.537893272,1.56671905,1
97,1.144246822,1.176193029,1.047787356,0.7628757926,0.5153384674,1.38027447,0.5598989206,0.9222721163,0.6554857405,1.437848395,0
98,0.306564497,1.322082554,1.312386721,0.5782449546,1.191551751,1.113757537,0.9804531456,1.141945047,1.110882513,1.239768621,0
99,0.7531181791,1.082248476,1.263566933,0.2658020609,0.9599673305,0.9033098998,1.082406656,0.8391236263,0.9416144683,1.526058825,0
100,0.6177235005,1.448130832,1.168955382,0.8104920402,0.8918620003,1.214693579,1.208337851,1.428691027,0.9757826978,1.550481565,0
101,0.9976501472,1.204988939,0.7462640123,0.414485594,1.17829509,1.145507012,0.7790742553,1.440326445,1.274305071,1.42410456,0
102,1.234622728,1.593329327,0.5286625013,0.5498773284,1.101374586,0.7822821966,1.092100833,0.9629924144,1.090155678,1.30411348,1
103,0.6165327232,0.8762259551,0.5414002252,0.7415164082,1.273354718,1.182051543,0.8153125684,0.8114862782,1.426861301,1.448087386,0
104,0.9090502543,1.213677885,0.5245671326,0.8761383398,0.480230682,0.9385985799,1.151110074,1.240549727,1.55619801,1.201759392,1
105,1.492314388,0.7092038929,0.8848313592,0.6923607703,0.5993214296,0.8875819436,0.7737537889,0.6076331645,1.383028652,1.200317972,1
106,0.3768963424,1.236556546,0.710967293,0.4216959016,0.9335364299,1.289630518,0.8049153254,1.002152152,0.9028548527,0.9552315789,0
107,0.7622755902,0.8899162073,1.405941216,0.8527892484,0.8715210899,1.251892541,1.20379007,1.202766378,1.446743405,1.618650498,0
108,1.029846379,0.7588867258,0.4925729903,0.5317829531,1.196469024,0.9758673511,0.6719396119,0.7467564765,1.380659688,1.329278072,1
109,0.3718986779,1.105633061,1.114063943,0.7756866127,1.252126909,0.9731788025,1.51195352,0.9898902275,1.36725663,1.263893739,0
110,0.4118653603,1.044758526,1.207781497,0.5206320858,1.179729406,1.232801442,1.374095828,0.8751191031,1.286970234,1.233952045,0
111,0.9243191528,1.118055146,0.6699715327,0.9329485049,0.5390629224,0.4408409031,0.799063636,0.9692134257,1.540727285,1.089942102,1
112,1.096538021,0.8349949446,0.7208124557,0.4624649602,0.9150052762,0.7936247012,0.4062580666,1.034685968,1.437578385,1.039266121,1
113,0.7266602057,0.7294663962,1.546473722,0.5207056661,1.066825283,1.028921277,0.7715607301,1.280471439,0.780276808,1.373244251,0
114,1.222428028,0.9014491627,0.4416434177,0.9165244043,1.419459527,0.9889571106,0.7845386609,1.280970695,1.387332712,1.413062061,1
115,1.162205556,1.230163033,0.6193590608,0.3768573957,0.7144395803,0.835704771,0.7925172214,1.041278177,1.223523304,1.429263057,1
116,1.163089276,1.43973087,0.6061519242,0.4834275623,1.209398855,1.06908559,1.164229027,0.7037288168,0.985507357,1.441017842,0
117,1.326532371,1.033606646,0.8537123817,0.7262379822,1.109336924,0.9367099417,1.095074409,0.8730310147,1.637066879,1.590700283,1
118,1.315392379,1.015212272,0.4063427019,0.7366155275,0.9339784745,0.9559447078,0.69532979,0.9868583596,1.28593671,1.545380339,1
119,1.077935964,1.242024742,0.7808886531,0.1680355595,1.063971402,1.010466318,0.7975357295,1.03602402,1.14072056,1.359001011,0
120,0.9663830322,0.8157468364,0.7312963014,0.6766574976,0.9976901936,0.8653505441,0.9636657657,1.128814978,1.507088322,1.703548696,1
121,1.198247716,0.7217126938,0.5439572939,0.590062576,0.9671028863,0.8625002248,0.9612011054,0.8316082756,1.493708437,1.462204307,1
122,1.205998341,0.8783614994,0.7339908271,0.323741797,0.6346413267,0.7743146349,0.79709104,1.076155873,1.09197539,1.418127542,1
123,0.858525076,0.8575893663,0.5736492058,0.4437739558,0.8437737652,0.8972323677,0.8239955039,1.24600809,1.393166223,1.433008754,1
124,0.5098925999,1.088347335,0.7321883293,0.6847174609,1.163159067,0.9296999054,1.037731527,1.108850978,0.4069163934,1.42927842,0
125,1.245625634,0.4574129515,0.4993916678,0.9604995757,0.7880656589,0.7544492047,0.5313317068,1.21766364,1.124056302,1.073956767,1
126,1.032622761,0.7560345194,0.3473936188,1.166846391,1.207992965,1.148163461,1.019257284,1.427142696,1.4768544,1.101284072,1
127,0.4821586875,1.041313674,1.195233551,0.7008601447,1.027409984,0.7884164259,0.7147262595,0.9727240247,0.8115929106,1.662866148,0
128,0.8516333662,0.9773608606,0.5342309586,0.3678208508,0.7175075726,0.7652998469,0.6655832555,1.157059409,1.14061224,1.264051855,1
129,0.6245261617,1.50042278,0.8792563215,0.7855915738,1.002679744,1.405535202,1.109281522,1.212124377,1.247637001,1.515089469,0
130,1.270471266,1.250920203,0.697916005,0.7383739579,1.104545741,1.048387859,0.4792928255,0.8543902154,0.7072693551,1.559357508,1
131,0.6390528888,1.344558892,0.8223839437,0.3884997076,0.8444713921,0.795621949,1.159137407,1.247808723,1.207247071,1.387132432,0
132,0.5412243129,1.362192071,0.8262550558,0.704660665,0.8802866273,0.9502837565,1.658007007,1.120351554,0.7266714603,1.044271198,0
133,0.7621462705,0.8768336404,0.9997703041,0.5704964965,1.081108291,0.6581867922,0.7163226003,0.5246046431,1.136702214,1.543329005,1
134,1.187076542,0.8997273119,0.5324110688,0.7318648171,1.168334785,0.4640144066,0.7910958198,0.9355445016,1.51215205,1.196721949,1
135,1.140212291,1.075227461,0.5954780449,0.2287702397,0.7987699262,0.8911118934,0.9028338297,0.6387245458,1.124048271,1.092458817,1
136,1.293939299,0.975712746,0.7800490463,0.5559720067,1.084862525,0.6031477856,0.7541280575,1.133665162,1.464468304,1.456866519,1
137,0.7950592539,1.051743871,0.499875869,0.6816596493,1.198923733,1.033624127,1.105875446,0.8244897371,1.654249262,1.305123491,1
138,0.6704032497,1.309161161,1.303105472,0.2571479816,1.101793599,0.6888352086,1.117987842,0.9728801934,0.8507620487,1.08927074,0
139,0.7983924752,1.283484921,1.156634372,0.4871879744,1.153559106,1.459295749,1.110486795,1.283045426,1.263856741,1.441593474,0
140,0.3288795051,1.201688726,1.022824272,0.6501273066,0.7875198722,1.229422762,1.028525472,1.426016057,1.232285444,1.227913515,0
141,1.358275726,1.18314834,0.2991694745,0.7460851027,1.182017245,0.8797639965,0.7809990684,0.6611781138,1.164304599,1.212401354,1
142,0.8798977219,1.011250602,0.5843937443,0.9781821155,0.9422040487,0.8292938007,0.9448695264,0.3738711871,1.104052318,1.611440728,1
143,1.273019276,0.8482702751,0.9596820656,0.8848527918,0.9916351564,0.8435024581,0.7543989451,0.7835463224,1.163311546,1.853902785,1
144,1.510573641,1.284024209,0.7000371458,0.6830131412,1.104672807,1.022166528,0.638611054,1.326986486,1.203487998,1.421674251,1
145,0.661179333,1.366178139,1.023132308,0.4738702643,0.8504012827,0.8965913019,0.7149612693,1.579263432,0.9510501571,1.146642764,0
146,0.9599998399,1.20312953,1.398069561,1.091077614,1.419032272,0.3092977209,1.176087811,1.148951205,1.268263379,1.112105181,0
147,0.5288478149,1.302302413,0.9938311351,0.9327933638,1.423142472,0.9664416208,0.8228343955,1.474002363,0.9045552185,1.486541641,0
148,1.018122701,1.085954419,0.4390987065,0.6696823718,1.241520276,1.000275601,0.5758026697,1.093924654,1.557236608,1.104658663,1
149,1.219074324,1.036356919,0.8995044891,0.4794743168,1.230633239,1.206882476,0.7879930076,0.8128227606,0.7765568344,1.666135946,0
150,0.7882733851,0.7999013033,0.4398291008,0.5952867143,0.8380638924,0.9737456113,1.379605945,0.9499464777,1.511933956,1.044193574,1
151,0.9227812588,1.281580024,1.275056603,0.7294735986,0.9535649854,1.282985439,0.787987056,1.089708521,1.070601965,1.791006051,0
152,1.235560732,1.118582941,0.8089711571,0.8172275747,1.163344746,0.6281375434,0.7136271622,0.9391470287,1.559346016,1.544984224,1
153,1.375083768,1.250609982,0.4769120431,0.6107210311,0.992064378,0.5821944615,1.093065023,0.7006124117,1.021473254,1.312998576,1
154,0.6820992671,1.207130088,0.886570962,0.6015336221,1.430235322,0.7507771255,1.477633602,1.242029719,0.8085141381,1.337344184,0
155,0.5629320184,0.9943529845,0.7709246667,0.8036458038,0.9946067996,1.033093069,1.341659586,1.519734874,1.235742524,1.523788912,0
156,1.137069593,0.9244645221,0.6564474806,0.5144863511,1.232726267,1.078938472,1.132990493,1.237190489,1.022498731,1.697789145,0
157,0.6674725697,1.354392074,0.9282015626,0.9657434189,0.6811364569,1.036617874,1.412080872,1.458111781,1.37858694,1.362606246,0
158,0.4831585151,0.7794221679,1.489384191,1.163236488,1.140023255,1.476157241,0.8250598859,1.139647699,0.6514402847,0.9879321177,0
159,0.6583841711,0.9538936478,0.7612287476,0.6701019199,1.160076958,0.5416918478,0.59577179,1.317352952,0.8196122539,1.427790019,0
160,0.5923523855,1.261552408,1.061937027,0.9568339777,1.63169299,1.075701801,0.7597674621,0.8283046043,0.8066334685,1.479964444,0
161,0.7430628499,1.372703197,1.307773694,1.012474517,1.471865442,1.247983186,0.9123638126,1.391286746,1.36820852,1.345947654,0
162,1.039353821,1.112706533,0.8998029382,0.4320074169,0.9717857719,1.123506167,1.380476391,1.387135542,0.9970821537,1.585148654,0
163,1.111544297,0.8516127634,0.9399791143,0.8643798604,0.8744554729,1.1313217,0.3375101986,0.7334466852,1.097462055,1.625375641,1
164,0.816943733,0.9904740874,1.316061476,0.370077892,1.077600147,1.198989611,1.59719846,1.110590997,0.76637852,0.9749215668,0
165,0.9439720704,1.566842859,1.031248208,0.7660348112,0.681734593,1.47289936,1.173322549,1.250799662,1.377817553,1.243351455,0
166,1.115652454,0.6809813703,0.5350678516,0.649526213,1.287974195,1.073093578,1.082213718,1.063596241,1.498700323,1.445062298,1
167,0.8658354482,1.224177047,0.7395458992,0.6152363579,0.7775603409,0.726600275,1.042452432,0.4647016626,0.843615563,1.528048959,1
168,1.16391099,1.220315906,0.5344507899,0.414534011,0.6623639074,1.054141197,0.7125076812,1.002181142,1.180739182,1.3644653,1
169,0.8501456596,0.8369116816,0.3185434045,0.470747787,1.085465365,1.004677901,0.6701859582,0.9803151989,1.090327477,1.286015423,1
170,0.7821790767,1.025657102,0.8337955318,0.6933179791,0.9253664876,1.409678793,0.529930761,1.155658215,1.311664336,1.56078683,1
171,0.9482615032,0.925172178,0.8224622762,0.508456979,0.7556586752,0.933712361,0.7054328628,0.4976796852,1.265612297,1.494820792,1
172,0.5945680473,1.325247764,0.8705506652,0.7943910935,1.437814614,1.074280948,1.110089002,1.239891946,0.9628248442,1.634474309,0
173,0.8188648425,1.43972224,0.6392805717,0.8011254381,0.9790372226,1.14399391,0.7178090301,1.131004651,0.7691108258,1.657941754,0
174,1.09013811,1.172064156,0.684827829,0.6877826109,0.6855164595,0.806125877,0.6805254285,1.081176224,1.534558189,1.484316777,1
175,1.349560907,0.7523158579,0.6023812929,0.5785330186,0.6504323704,1.019475856,0.7141525817,1.054361894,1.318216952,1.414996215,1
176,1.366983574,1.050524026,0.5971789807,0.503985322,0.8914115478,0.7230668604,0.6156149229,0.8037812968,1.423548172,0.9814282973,1
177,1.140063293,1.065109228,0.8359998527,0.743181573,1.343715351,0.6787625032,0.9604693356,0.6774388065,1.343373251,1.662151003,1
178,1.256374708,0.7999114396,0.7281507084,0.4095973678,0.9812485233,0.767184951,0.9290699746,1.083124055,1.415073084,1.482678427,1
179,0.5827039679,0.9431639995,0.9925306808,0.7182289068,0.8174506488,1.290672655,0.6002084514,1.373506644,0.7637115155,1.519803184,0
180,1.039010378,0.9331101866,0.7769674257,0.6675131954,1.082514669,1.336659269,0.5179513881,1.139704603,1.454956357,1.504669474,1
181,0.8104955761,1.19920493,0.7334250397,0.4663163257,0.9959585799,0.9467280171,1.35327068,1.577409381,0.8150694516,1.270683734,0
182,1.032270108,0.7059974227,0.5132701437,0.8095043652,1.569298986,0.9091489387,1.281531072,1.003540362,1.256043488,1.402667092,1
183,1.423933865,0.7189631094,0.4566717437,0.7739885232,0.7824587124,0.7270275206,1.096952471,0.6511211259,1.114554299,1.359074419,1
184,1.094553521,0.9641115013,0.941037577,0.4616897117,0.6235689635,1.050060467,1.166705731,0.7935983297,1.502449741,1.479022489,1
185,0.5504627059,1.346585405,0.6241080327,0.4737966499,1.094790254,0.9827388962,1.129696947,0.8889119184,0.9259124846,1.464409392,0
186,0.7936440748,1.102275953,0.7070855832,0.7749281159,1.107645632,1.142244035,1.713342229,1.487604155,1.062633384,1.16775523,0
187,0.6577819996,1.165959221,1.412463747,1.103641383,1.308127764,1.014415907,0.992421284,1.705175538,1.20192468,1.203033023,0
188,1.237548901,1.426015845,0.7525659143,0.7402742934,1.096812928,0.7213967982,0.7729626941,0.866050122,1.472949831,1.503226999,1
189,0.8224146531,1.120815068,1.36603137,0.7798025567,1.123654093,1.313512749,0.8086622057,1.591668799,0.9963406443,1.520696839,0
190,0.9330110843,1.435871339,0.7874038327,0.7544500686,1.158672069,0.7656567356,0.7097508353,1.446297279,0.7542614736,1.525480646,0
191,0.7817737168,0.982455546,0.821960227,0.5073971207,0.8266347525,0.8304616333,0.9284917766,1.044832223,0.8348772237,1.764543048,0
192,0.5680527263,1.143122558,0.4425469042,0.9855815061,1.253559479,0.8901439556,0.5653603856,1.316645179,0.8951118032,1.324711535,0
193,0.9008811912,1.338740384,1.025652988,1.075636211,1.398217438,0.5523583061,0.717659485,0.9861941612,1.451383505,1.475854444,1
194,0.7808017759,1.462141045,0.9330971137,0.8624673523,1.336904788,1.273496434,0.9447534225,1.414467524,0.9416108987,1.590285212,0
195,0.8630356152,0.8093534754,0.4024300065,1.050550401,1.128694321,0.8028703906,1.073580297,1.284525112,1.654772732,1.121372065,1
196,0.9828246285,1.039819716,0.7543862758,0.2453977585,1.021031409,0.9115256507,1.168188329,1.432920231,0.6887782103,1.218019447,0
197,1.184571047,1.26814337,1.287153366,0.7044328751,1.474660579,0.4347664315,0.8824327694,1.132892167,1.249006838,1.293150544,0
198,1.155159048,1.186981301,1.06206966,0.3025122426,1.092342002,1.248837004,1.307901229,0.8242324649,1.275304798,1.422711277,0
199,0.5189104514,1.206634085,1.032243457,0.5122627528,1.102771425,1.072289101,1.183181045,1.597243628,0.9395670213,1.277908019,0
200,1.041028236,1.214195867,0.5376992582,0.6754603578,1.245143314,0.4551410332,0.9545999939,0.8752633603,1.233596748,1.451923103,1
201,1.034458756,1.262725755,0.8621726896,0.1721797687,0.7513078731,1.061956397,1.036410367,0.8136255589,1.244223783,1.253204061,1
202,1.66737123,0.9149979342,0.5585512775,0.5461118244,0.8858301712,0.7810311714,1.188667278,0.9671298965,1.078484585,1.206594111,1
